Store,week_start,horizon_week,pred_sales
431,2015-08-06,1,12913.209
431,2015-08-13,2,5385.4424
431,2015-08-20,3,9031.089
431,2015-08-27,4,12458.032
431,2015-09-03,5,9639.829
431,2015-09-10,6,8324.605
432,2015-08-06,1,11293.102
432,2015-08-13,2,9951.668
432,2015-08-20,3,13942.78
432,2015-08-27,4,12494.784
432,2015-09-03,5,10624.501
432,2015-09-10,6,9997.436
433,2015-08-06,1,7745.134
433,2015-08-13,2,7329.335
433,2015-08-20,3,12501.162
433,2015-08-27,4,9528.194
433,2015-09-03,5,7107.379
433,2015-09-10,6,5313.7085
434,2015-08-06,1,13618.063
434,2015-08-13,2,7343.027
434,2015-08-20,3,12535.54
434,2015-08-27,4,11551.512
434,2015-09-03,5,10615.636
434,2015-09-10,6,9596.074
435,2015-08-06,1,10482.432
435,2015-08-13,2,6365.523
435,2015-08-20,3,7087.926
435,2015-08-27,4,7543.9434
435,2015-09-03,5,6924.831
435,2015-09-10,6,6967.83
436,2015-08-06,1,9297.297
436,2015-08-13,2,8444.73
436,2015-08-20,3,10458.318
436,2015-08-27,4,7056.897
436,2015-09-03,5,4827.6914
436,2015-09-10,6,7107.0215
437,2015-08-06,1,10485.232
437,2015-08-13,2,8096.6157
437,2015-08-20,3,12879.811
437,2015-08-27,4,12564.365
437,2015-09-03,5,8217.362
437,2015-09-10,6,6797.147
438,2015-08-06,1,11019.741
438,2015-08-13,2,8007.6885
438,2015-08-20,3,9819.65
438,2015-08-27,4,7908.297
438,2015-09-03,5,5131.5166
438,2015-09-10,6,6967.83
439,2015-08-06,1,8579.237
439,2015-08-13,2,7071.594
439,2015-08-20,3,10980.257
439,2015-08-27,4,10939.08
439,2015-09-03,5,7287.9067
439,2015-09-10,6,4687.022
440,2015-08-06,1,9003.328
440,2015-08-13,2,8462.395
440,2015-08-20,3,10404.67
440,2015-08-27,4,7054.1255
440,2015-09-03,5,4827.6914
440,2015-09-10,6,7107.0215
441,2015-08-06,1,8277.906
441,2015-08-13,2,7546.058
441,2015-08-20,3,11980.839
441,2015-08-27,4,8488.775
441,2015-09-03,5,6543.4175
441,2015-09-10,6,5057.2944
442,2015-08-06,1,11182.353
442,2015-08-13,2,6109.327
442,2015-08-20,3,7477.917
442,2015-08-27,4,5645.448
442,2015-09-03,5,6924.831
442,2015-09-10,6,6967.83
443,2015-08-06,1,8877.653
443,2015-08-13,2,8785.384
443,2015-08-20,3,9213.139
443,2015-08-27,4,7291.9
443,2015-09-03,5,4932.8394
443,2015-09-10,6,6967.83
444,2015-08-06,1,13806.029
444,2015-08-13,2,7990.55
444,2015-08-20,3,15357.822
444,2015-08-27,4,12230.71
444,2015-09-03,5,8681.646
444,2015-09-10,6,9850.178
445,2015-08-06,1,10977.815
445,2015-08-13,2,6035.5557
445,2015-08-20,3,11712.91
445,2015-08-27,4,11170.156
445,2015-09-03,5,10001.929
445,2015-09-10,6,6488.33
446,2015-08-06,1,11440.642
446,2015-08-13,2,4891.5747
446,2015-08-20,3,7473.2593
446,2015-08-27,4,5645.448
446,2015-09-03,5,6924.831
446,2015-09-10,6,6967.83
447,2015-08-06,1,9710.5625
447,2015-08-13,2,6207.9287
447,2015-08-20,3,8918.279
447,2015-08-27,4,7661.72
447,2015-09-03,5,4932.8394
447,2015-09-10,6,6967.83
448,2015-08-06,1,8572.753
448,2015-08-13,2,6528.4575
448,2015-08-20,3,12605.405
448,2015-08-27,4,13101.77
448,2015-09-03,5,9724.267
448,2015-09-10,6,7082.3364
449,2015-08-06,1,13395.033
449,2015-08-13,2,7556.6777
449,2015-08-20,3,16514.309
449,2015-08-27,4,10437.892
449,2015-09-03,5,8834.433
449,2015-09-10,6,9975.641
450,2015-08-06,1,11327.469
450,2015-08-13,2,8341.448
450,2015-08-20,3,11014.565
450,2015-08-27,4,11435.289
450,2015-09-03,5,9859.274
450,2015-09-10,6,8381.928
451,2015-08-06,1,9540.93
451,2015-08-13,2,8348.242
451,2015-08-20,3,10210.183
451,2015-08-27,4,6677.142
451,2015-09-03,5,4827.6914
451,2015-09-10,6,6828.8784
452,2015-08-06,1,11404.888
452,2015-08-13,2,7349.8105
452,2015-08-20,3,8554.518
452,2015-08-27,4,7071.5127
452,2015-09-03,5,4875.1035
452,2015-09-10,6,6967.83
453,2015-08-06,1,14022.556
453,2015-08-13,2,11933.95
453,2015-08-20,3,16009.762
453,2015-08-27,4,11151.006
453,2015-09-03,5,7567.436
453,2015-09-10,6,9120.332
454,2015-08-06,1,7470.1484
454,2015-08-13,2,8497.977
454,2015-08-20,3,11190.756
454,2015-08-27,4,8721.333
454,2015-09-03,5,6213.5356
454,2015-09-10,6,5057.2944
455,2015-08-06,1,11558.705
455,2015-08-13,2,5090.385
455,2015-08-20,3,12063.389
455,2015-08-27,4,13541.368
455,2015-09-03,5,9893.512
455,2015-09-10,6,7082.3364
456,2015-08-06,1,9502.742
456,2015-08-13,2,8216.449
456,2015-08-20,3,11099.183
456,2015-08-27,4,6583.352
456,2015-09-03,5,4827.6914
456,2015-09-10,6,7107.0215
457,2015-08-06,1,9094.12
457,2015-08-13,2,8410.791
457,2015-08-20,3,10446.499
457,2015-08-27,4,7016.6743
457,2015-09-03,5,4827.6914
457,2015-09-10,6,7107.0215
458,2015-08-06,1,13268.543
458,2015-08-13,2,5276.221
458,2015-08-20,3,9989.478
458,2015-08-27,4,11985.358
458,2015-09-03,5,8515.223
458,2015-09-10,6,7156.8853
459,2015-08-06,1,10462.678
459,2015-08-13,2,7722.302
459,2015-08-20,3,9897.96
459,2015-08-27,4,13275.695
459,2015-09-03,5,9639.829
459,2015-09-10,6,8260.363
460,2015-08-06,1,10568.037
460,2015-08-13,2,4201.047
460,2015-08-20,3,5547.5728
460,2015-08-27,4,7530.4365
460,2015-09-03,5,6924.831
460,2015-09-10,6,6967.83
461,2015-08-06,1,8576.295
461,2015-08-13,2,4789.9487
461,2015-08-20,3,8466.538
461,2015-08-27,4,5525.395
461,2015-09-03,5,6982.567
461,2015-09-10,6,6967.83
462,2015-08-06,1,8477.044
462,2015-08-13,2,4857.883
462,2015-08-20,3,7954.837
462,2015-08-27,4,5955.1606
462,2015-09-03,5,6982.567
462,2015-09-10,6,6967.83
463,2015-08-06,1,9096.966
463,2015-08-13,2,7053.2397
463,2015-08-20,3,10945.542
463,2015-08-27,4,6505.9526
463,2015-09-03,5,4827.6914
463,2015-09-10,6,7107.0215
464,2015-08-06,1,14722.515
464,2015-08-13,2,6265.2476
464,2015-08-20,3,15418.944
464,2015-08-27,4,11373.699
464,2015-09-03,5,9904.547
464,2015-09-10,6,9804.824
465,2015-08-06,1,9654.066
465,2015-08-13,2,6641.796
465,2015-08-20,3,12412.172
465,2015-08-27,4,13219.463
465,2015-09-03,5,9951.248
465,2015-09-10,6,6254.524
466,2015-08-06,1,9877.536
466,2015-08-13,2,7216.856
466,2015-08-20,3,11582.081
466,2015-08-27,4,11621.883
466,2015-09-03,5,8372.529
466,2015-09-10,6,6072.866
467,2015-08-06,1,12047.498
467,2015-08-13,2,10460.643
467,2015-08-20,3,17247.613
467,2015-08-27,4,10973.242
467,2015-09-03,5,7458.9937
467,2015-09-10,6,8996.857
468,2015-08-06,1,7812.954
468,2015-08-13,2,8685.194
468,2015-08-20,3,10960.64
468,2015-08-27,4,9581.724
468,2015-09-03,5,7171.622
468,2015-09-10,6,5313.7085
469,2015-08-06,1,12107.54
469,2015-08-13,2,11033.9
469,2015-08-20,3,13260.025
469,2015-08-27,4,12350.96
469,2015-09-03,5,9878.074
469,2015-09-10,6,10093.971
470,2015-08-06,1,12850.404
470,2015-08-13,2,6209.241
470,2015-08-20,3,15102.3955
470,2015-08-27,4,12206.143
470,2015-09-03,5,9971.33
470,2015-09-10,6,10414.781
471,2015-08-06,1,8907.032
471,2015-08-13,2,8183.8696
471,2015-08-20,3,11651.538
471,2015-08-27,4,11111.484
471,2015-09-03,5,7006.2446
471,2015-09-10,6,6010.281
472,2015-08-06,1,8676.438
472,2015-08-13,2,7034.5635
472,2015-08-20,3,8646.882
472,2015-08-27,4,7311.0386
472,2015-09-03,5,4932.8394
472,2015-09-10,6,6967.83
473,2015-08-06,1,8898.386
473,2015-08-13,2,4782.344
473,2015-08-20,3,8512.017
473,2015-08-27,4,7655.476
473,2015-09-03,5,6982.567
473,2015-09-10,6,6967.83
474,2015-08-06,1,9538.303
474,2015-08-13,2,7293.4683
474,2015-08-20,3,12871.026
474,2015-08-27,4,11983.658
474,2015-09-03,5,8127.804
474,2015-09-10,6,6402.748
475,2015-08-06,1,7072.0166
475,2015-08-13,2,9358.981
475,2015-08-20,3,11881.937
475,2015-08-27,4,7973.844
475,2015-09-03,5,6213.5356
475,2015-09-10,6,5057.2944
476,2015-08-06,1,10056.44
476,2015-08-13,2,8286.343
476,2015-08-20,3,11407.664
476,2015-08-27,4,8055.57
476,2015-09-03,5,6155.8
476,2015-09-10,6,5057.2944
477,2015-08-06,1,8275.314
477,2015-08-13,2,6809.6377
477,2015-08-20,3,12220.728
477,2015-08-27,4,9868.9795
477,2015-09-03,5,7171.622
477,2015-09-10,6,5169.32
478,2015-08-06,1,8392.068
478,2015-08-13,2,8089.836
478,2015-08-20,3,10594.51
478,2015-08-27,4,11284.545
478,2015-09-03,5,7287.9067
478,2015-09-10,6,4687.022
479,2015-08-06,1,9788.456
479,2015-08-13,2,7543.3696
479,2015-08-20,3,16249.415
479,2015-08-27,4,12519.705
479,2015-09-03,5,9334.413
479,2015-09-10,6,10129.262
480,2015-08-06,1,9130.147
480,2015-08-13,2,4963.195
480,2015-08-20,3,8530.716
480,2015-08-27,4,6099.5493
480,2015-09-03,5,6982.567
480,2015-09-10,6,6967.83
481,2015-08-06,1,9348.794
481,2015-08-13,2,8690.125
481,2015-08-20,3,10449.968
481,2015-08-27,4,7224.264
481,2015-09-03,5,6150.95
481,2015-09-10,6,5057.2944
482,2015-08-06,1,10777.549
482,2015-08-13,2,8431.602
482,2015-08-20,3,11454.091
482,2015-08-27,4,12585.588
482,2015-09-03,5,8734.668
482,2015-09-10,6,6797.147
483,2015-08-06,1,10306.574
483,2015-08-13,2,5662.227
483,2015-08-20,3,8595.008
483,2015-08-27,4,6987.8447
483,2015-09-03,5,6646.6865
483,2015-09-10,6,6967.83
484,2015-08-06,1,10574.361
484,2015-08-13,2,4313.7314
484,2015-08-20,3,10310.905
484,2015-08-27,4,10887.276
484,2015-09-03,5,8317.214
484,2015-09-10,6,6402.748
485,2015-08-06,1,9602.913
485,2015-08-13,2,8498.879
485,2015-08-20,3,10392.851
485,2015-08-27,4,7292.56
485,2015-09-03,5,4683.3037
485,2015-09-10,6,7107.0215
486,2015-08-06,1,11590.773
486,2015-08-13,2,5329.7827
486,2015-08-20,3,7377.5083
486,2015-08-27,4,5982.328
486,2015-09-03,5,6924.831
486,2015-09-10,6,6967.83
487,2015-08-06,1,9902.362
487,2015-08-13,2,6993.4067
487,2015-08-20,3,13043.24
487,2015-08-27,4,11800.475
487,2015-09-03,5,8127.804
487,2015-09-10,6,7030.953
488,2015-08-06,1,9973.805
488,2015-08-13,2,4607.8765
488,2015-08-20,3,8238.381
488,2015-08-27,4,7655.476
488,2015-09-03,5,6982.567
488,2015-09-10,6,6967.83
489,2015-08-06,1,9854.184
489,2015-08-13,2,6979.3413
489,2015-08-20,3,12674.688
489,2015-08-27,4,12190.325
489,2015-09-03,5,8147.9614
489,2015-09-10,6,7030.953
490,2015-08-06,1,13392.723
490,2015-08-13,2,4820.2637
490,2015-08-20,3,10978.111
490,2015-08-27,4,12676.259
490,2015-09-03,5,9370.44
490,2015-09-10,6,7082.3364
491,2015-08-06,1,8751.688
491,2015-08-13,2,7897.0
491,2015-08-20,3,11639.911
491,2015-08-27,4,12409.092
491,2015-09-03,5,7759.097
491,2015-09-10,6,6072.866
492,2015-08-06,1,11625.565
492,2015-08-13,2,6347.272
492,2015-08-20,3,11831.855
492,2015-08-27,4,13178.684
492,2015-09-03,5,9370.44
492,2015-09-10,6,7082.3364
493,2015-08-06,1,8603.486
493,2015-08-13,2,8416.86
493,2015-08-20,3,12503.569
493,2015-08-27,4,11005.213
493,2015-09-03,5,10005.747
493,2015-09-10,6,6488.33
494,2015-08-06,1,9024.0
494,2015-08-13,2,6174.211
494,2015-08-20,3,10732.754
494,2015-08-27,4,9717.668
494,2015-09-03,5,9788.507
494,2015-09-10,6,7099.3535
495,2015-08-06,1,6864.042
495,2015-08-13,2,8641.326
495,2015-08-20,3,10504.725
495,2015-08-27,4,7279.726
495,2015-09-03,5,4827.6914
495,2015-09-10,6,6828.8784
496,2015-08-06,1,10766.419
496,2015-08-13,2,7488.609
496,2015-08-20,3,10216.227
496,2015-08-27,4,11743.206
496,2015-09-03,5,8317.214
496,2015-09-10,6,7030.953
497,2015-08-06,1,10900.912
497,2015-08-13,2,6851.8516
497,2015-08-20,3,10611.54
497,2015-08-27,4,10995.949
497,2015-09-03,5,10001.929
497,2015-09-10,6,7545.49
498,2015-08-06,1,9301.054
498,2015-08-13,2,5348.1875
498,2015-08-20,3,12973.141
498,2015-08-27,4,9991.844
498,2015-09-03,5,7392.5684
498,2015-09-10,6,5313.7085
499,2015-08-06,1,10085.085
499,2015-08-13,2,8302.961
499,2015-08-20,3,9749.415
499,2015-08-27,4,7769.103
499,2015-09-03,5,5131.5166
499,2015-09-10,6,6689.6855
500,2015-08-06,1,8987.059
500,2015-08-13,2,7948.8936
500,2015-08-20,3,12505.574
500,2015-08-27,4,8280.181
500,2015-09-03,5,7107.379
500,2015-09-10,6,5169.32
501,2015-08-06,1,11781.525
501,2015-08-13,2,7297.5454
501,2015-08-20,3,8521.0
501,2015-08-27,4,7363.5947
501,2015-09-03,5,4875.1035
501,2015-09-10,6,6967.83
502,2015-08-06,1,14274.92
502,2015-08-13,2,6777.794
502,2015-08-20,3,13568.009
502,2015-08-27,4,11633.554
502,2015-09-03,5,9512.191
502,2015-09-10,6,9541.75
503,2015-08-06,1,8935.886
503,2015-08-13,2,7745.048
503,2015-08-20,3,11007.297
503,2015-08-27,4,11816.918
503,2015-09-03,5,7287.9067
503,2015-09-10,6,6010.281
504,2015-08-06,1,8590.198
504,2015-08-13,2,6816.97
504,2015-08-20,3,12175.135
504,2015-08-27,4,10332.742
504,2015-09-03,5,7287.9067
504,2015-09-10,6,4687.022
505,2015-08-06,1,11666.316
505,2015-08-13,2,5195.904
505,2015-08-20,3,8198.324
505,2015-08-27,4,5645.448
505,2015-09-03,5,6924.831
505,2015-09-10,6,6967.83
506,2015-08-06,1,9343.44
506,2015-08-13,2,8917.446
506,2015-08-20,3,12425.16
506,2015-08-27,4,12409.092
506,2015-09-03,5,8296.507
506,2015-09-10,6,6072.866
507,2015-08-06,1,8178.6953
507,2015-08-13,2,7675.2686
507,2015-08-20,3,12824.8
507,2015-08-27,4,11724.554
507,2015-09-03,5,9724.267
507,2015-09-10,6,7316.139
508,2015-08-06,1,9735.505
508,2015-08-13,2,8375.088
508,2015-08-20,3,12649.831
508,2015-08-27,4,11922.289
508,2015-09-03,5,7836.417
508,2015-09-10,6,6072.866
509,2015-08-06,1,6302.8667
509,2015-08-13,2,8787.002
509,2015-08-20,3,11800.424
509,2015-08-27,4,8135.1484
509,2015-09-03,5,6213.5356
509,2015-09-10,6,5057.2944
510,2015-08-06,1,11120.325
510,2015-08-13,2,5233.5776
510,2015-08-20,3,12251.348
510,2015-08-27,4,13568.492
510,2015-09-03,5,9370.44
510,2015-09-10,6,7082.3364
511,2015-08-06,1,12366.947
511,2015-08-13,2,8238.513
511,2015-08-20,3,12236.74
511,2015-08-27,4,7889.667
511,2015-09-03,5,6155.8
511,2015-09-10,6,5057.2944
512,2015-08-06,1,9969.711
512,2015-08-13,2,4952.496
512,2015-08-20,3,12801.992
512,2015-08-27,4,9958.89
512,2015-09-03,5,7836.417
512,2015-09-10,6,6636.9673
513,2015-08-06,1,23653.426
513,2015-08-13,2,16404.617
513,2015-08-20,3,16415.127
513,2015-08-27,4,17241.635
513,2015-09-03,5,7943.868
513,2015-09-10,6,8633.707
514,2015-08-06,1,9119.45
514,2015-08-13,2,8139.8174
514,2015-08-20,3,11157.747
514,2015-08-27,4,7365.41
514,2015-09-03,5,6150.95
514,2015-09-10,6,6828.8784
515,2015-08-06,1,9100.901
515,2015-08-13,2,6542.2563
515,2015-08-20,3,13553.183
515,2015-08-27,4,10856.757
515,2015-09-03,5,9822.211
515,2015-09-10,6,6488.33
516,2015-08-06,1,9330.935
516,2015-08-13,2,8165.3228
516,2015-08-20,3,11431.436
516,2015-08-27,4,7305.9897
516,2015-09-03,5,6150.95
516,2015-09-10,6,6828.8784
517,2015-08-06,1,7123.793
517,2015-08-13,2,8315.746
517,2015-08-20,3,11382.515
517,2015-08-27,4,9236.261
517,2015-09-03,5,7171.622
517,2015-09-10,6,5169.32
518,2015-08-06,1,7463.2974
518,2015-08-13,2,8028.6953
518,2015-08-20,3,11380.791
518,2015-08-27,4,8509.155
518,2015-09-03,5,6150.95
518,2015-09-10,6,5057.2944
519,2015-08-06,1,8882.509
519,2015-08-13,2,8438.308
519,2015-08-20,3,10628.145
519,2015-08-27,4,7198.0005
519,2015-09-03,5,4827.6914
519,2015-09-10,6,6828.8784
520,2015-08-06,1,7812.211
520,2015-08-13,2,4639.11
520,2015-08-20,3,6694.671
520,2015-08-27,4,5435.932
520,2015-09-03,5,6982.567
520,2015-09-10,6,6967.83
521,2015-08-06,1,9538.898
521,2015-08-13,2,8229.481
521,2015-08-20,3,9338.305
521,2015-08-27,4,7291.9
521,2015-09-03,5,5044.864
521,2015-09-10,6,6967.83
522,2015-08-06,1,10917.904
522,2015-08-13,2,7421.899
522,2015-08-20,3,10644.458
522,2015-08-27,4,10538.895
522,2015-09-03,5,10001.929
522,2015-09-10,6,7836.878
523,2015-08-06,1,13497.553
523,2015-08-13,2,12445.436
523,2015-08-20,3,16352.972
523,2015-08-27,4,10973.242
523,2015-09-03,5,7066.5312
523,2015-09-10,6,9635.617
524,2015-08-06,1,10908.482
524,2015-08-13,2,5582.507
524,2015-08-20,3,12577.154
524,2015-08-27,4,10812.269
524,2015-09-03,5,9811.77
524,2015-09-10,6,7854.6133
525,2015-08-06,1,11981.39
525,2015-08-13,2,6657.3755
525,2015-08-20,3,13085.714
525,2015-08-27,4,11502.698
525,2015-09-03,5,10037.816
525,2015-09-10,6,7984.169
526,2015-08-06,1,13872.162
526,2015-08-13,2,9553.175
526,2015-08-20,3,13070.163
526,2015-08-27,4,11108.415
526,2015-09-03,5,9564.742
526,2015-09-10,6,9541.75
527,2015-08-06,1,13628.387
527,2015-08-13,2,10011.004
527,2015-08-20,3,12260.8955
527,2015-08-27,4,11385.794
527,2015-09-03,5,9262.718
527,2015-09-10,6,9657.073
528,2015-08-06,1,13726.781
528,2015-08-13,2,6997.5493
528,2015-08-20,3,13094.39
528,2015-08-27,4,11107.139
528,2015-09-03,5,9441.266
528,2015-09-10,6,9541.75
529,2015-08-06,1,8002.793
529,2015-08-13,2,6443.086
529,2015-08-20,3,12615.401
529,2015-08-27,4,12494.233
529,2015-09-03,5,9724.267
529,2015-09-10,6,7082.3364
530,2015-08-06,1,12722.561
530,2015-08-13,2,3158.793
530,2015-08-20,3,11013.228
530,2015-08-27,4,11060.913
530,2015-09-03,5,10174.988
530,2015-09-10,6,6651.0703
531,2015-08-06,1,9153.587
531,2015-08-13,2,6042.2285
531,2015-08-20,3,8869.398
531,2015-08-27,4,7261.9185
531,2015-09-03,5,4932.8394
531,2015-09-10,6,6967.83
532,2015-08-06,1,13206.326
532,2015-08-13,2,5119.506
532,2015-08-20,3,14218.923
532,2015-08-27,4,12083.536
532,2015-09-03,5,9512.191
532,2015-09-10,6,9433.333
533,2015-08-06,1,12112.695
533,2015-08-13,2,10173.404
533,2015-08-20,3,14022.856
533,2015-08-27,4,10579.21
533,2015-09-03,5,10104.739
533,2015-09-10,6,9878.194
534,2015-08-06,1,8093.124
534,2015-08-13,2,8047.451
534,2015-08-20,3,13120.761
534,2015-08-27,4,12190.325
534,2015-09-03,5,8948.1455
534,2015-09-10,6,6488.33
535,2015-08-06,1,11139.399
535,2015-08-13,2,5546.1123
535,2015-08-20,3,11836.998
535,2015-08-27,4,13113.921
535,2015-09-03,5,9370.44
535,2015-09-10,6,6797.147
536,2015-08-06,1,11537.602
536,2015-08-13,2,6741.5425
536,2015-08-20,3,13177.233
536,2015-08-27,4,12555.491
536,2015-09-03,5,9666.53
536,2015-09-10,6,7082.3364
537,2015-08-06,1,9812.765
537,2015-08-13,2,8717.092
537,2015-08-20,3,11160.124
537,2015-08-27,4,8241.359
537,2015-09-03,5,6213.5356
537,2015-09-10,6,5057.2944
538,2015-08-06,1,10778.232
538,2015-08-13,2,5017.7505
538,2015-08-20,3,5287.7173
538,2015-08-27,4,7799.4434
538,2015-09-03,5,6924.831
538,2015-09-10,6,6967.83
539,2015-08-06,1,12955.694
539,2015-08-13,2,8451.251
539,2015-08-20,3,13729.196
539,2015-08-27,4,12899.957
539,2015-09-03,5,10445.768
539,2015-09-10,6,9816.088
540,2015-08-06,1,8906.151
540,2015-08-13,2,8147.7773
540,2015-08-20,3,12935.889
540,2015-08-27,4,12558.485
540,2015-09-03,5,8069.517
540,2015-09-10,6,6168.944
541,2015-08-06,1,8313.109
541,2015-08-13,2,7940.629
541,2015-08-20,3,11483.773
541,2015-08-27,4,11003.0625
541,2015-09-03,5,7002.718
541,2015-09-10,6,4687.022
542,2015-08-06,1,7371.317
542,2015-08-13,2,8641.037
542,2015-08-20,3,12023.583
542,2015-08-27,4,8055.57
542,2015-09-03,5,6213.5356
542,2015-09-10,6,5057.2944
543,2015-08-06,1,9517.841
543,2015-08-13,2,7355.272
543,2015-08-20,3,7293.0386
543,2015-08-27,4,7404.7524
543,2015-09-03,5,6982.567
543,2015-09-10,6,6967.83
544,2015-08-06,1,11575.484
544,2015-08-13,2,11819.959
544,2015-08-20,3,18122.336
544,2015-08-27,4,14063.205
544,2015-09-03,5,8467.883
544,2015-09-10,6,10854.973
545,2015-08-06,1,13640.979
545,2015-08-13,2,10392.129
545,2015-08-20,3,13529.04
545,2015-08-27,4,12315.531
545,2015-09-03,5,9570.023
545,2015-09-10,6,9715.453
546,2015-08-06,1,16722.965
546,2015-08-13,2,12716.854
546,2015-08-20,3,15463.616
546,2015-08-27,4,12918.99
546,2015-09-03,5,8726.278
546,2015-09-10,6,10028.488
547,2015-08-06,1,10448.223
547,2015-08-13,2,8178.874
547,2015-08-20,3,11911.038
547,2015-08-27,4,7978.6577
547,2015-09-03,5,7113.886
547,2015-09-10,6,5169.32
548,2015-08-06,1,10238.775
548,2015-08-13,2,6715.5093
548,2015-08-20,3,8165.2725
548,2015-08-27,4,7562.0
548,2015-09-03,5,6646.6865
548,2015-09-10,6,6967.83
549,2015-08-06,1,10388.928
549,2015-08-13,2,4437.748
549,2015-08-20,3,8228.367
549,2015-08-27,4,6015.2686
549,2015-09-03,5,6924.831
549,2015-09-10,6,6967.83
550,2015-08-06,1,8609.322
550,2015-08-13,2,7310.912
550,2015-08-20,3,9335.084
550,2015-08-27,4,6987.9536
550,2015-09-03,5,4932.8394
550,2015-09-10,6,6967.83
551,2015-08-06,1,8026.505
551,2015-08-13,2,6708.502
551,2015-08-20,3,12396.655
551,2015-08-27,4,9991.844
551,2015-09-03,5,7171.622
551,2015-09-10,6,5169.32
552,2015-08-06,1,7816.466
552,2015-08-13,2,9087.731
552,2015-08-20,3,13054.654
552,2015-08-27,4,12783.421
552,2015-09-03,5,8565.421
552,2015-09-10,6,7082.3364
553,2015-08-06,1,10327.814
553,2015-08-13,2,5572.8843
553,2015-08-20,3,12528.169
553,2015-08-27,4,11117.364
553,2015-09-03,5,8090.2256
553,2015-09-10,6,7030.953
554,2015-08-06,1,10203.575
554,2015-08-13,2,6930.443
554,2015-08-20,3,10144.008
554,2015-08-27,4,7187.547
554,2015-09-03,5,4769.9556
554,2015-09-10,6,7107.0215
555,2015-08-06,1,10178.6455
555,2015-08-13,2,6753.5977
555,2015-08-20,3,8228.367
555,2015-08-27,4,6987.8447
555,2015-09-03,5,6646.6865
555,2015-09-10,6,6967.83
556,2015-08-06,1,9535.221
556,2015-08-13,2,7893.372
556,2015-08-20,3,11220.151
556,2015-08-27,4,11111.484
556,2015-09-03,5,7006.2446
556,2015-09-10,6,6010.281
557,2015-08-06,1,10443.98
557,2015-08-13,2,4400.1357
557,2015-08-20,3,5489.397
557,2015-08-27,4,7346.706
557,2015-09-03,5,6924.831
557,2015-09-10,6,6967.83
558,2015-08-06,1,8598.1
558,2015-08-13,2,4253.7515
558,2015-08-20,3,8482.194
558,2015-08-27,4,7655.476
558,2015-09-03,5,6982.567
558,2015-09-10,6,6967.83
559,2015-08-06,1,9013.642
559,2015-08-13,2,8210.017
559,2015-08-20,3,11190.756
559,2015-08-27,4,8241.359
559,2015-09-03,5,6213.5356
559,2015-09-10,6,5057.2944
560,2015-08-06,1,15808.125
560,2015-08-13,2,12762.405
560,2015-08-20,3,15521.943
560,2015-08-27,4,16151.37
560,2015-09-03,5,8036.979
560,2015-09-10,6,7847.1685
561,2015-08-06,1,8439.34
561,2015-08-13,2,7922.4688
561,2015-08-20,3,10808.698
561,2015-08-27,4,11284.545
561,2015-09-03,5,7287.9067
561,2015-09-10,6,6010.281
562,2015-08-06,1,29259.918
562,2015-08-13,2,24026.377
562,2015-08-20,3,15326.347
562,2015-08-27,4,17938.998
562,2015-09-03,5,10843.23
562,2015-09-10,6,8246.721
563,2015-08-06,1,11024.4795
563,2015-08-13,2,4612.006
563,2015-08-20,3,6030.6157
563,2015-08-27,4,5575.125
563,2015-09-03,5,6924.831
563,2015-09-10,6,6967.83
564,2015-08-06,1,9311.462
564,2015-08-13,2,7252.4746
564,2015-08-20,3,12421.53
564,2015-08-27,4,6835.7935
564,2015-09-03,5,6150.95
564,2015-09-10,6,6828.8784
565,2015-08-06,1,8332.419
565,2015-08-13,2,7072.858
565,2015-08-20,3,11254.1045
565,2015-08-27,4,9236.261
565,2015-09-03,5,7171.622
565,2015-09-10,6,5057.2944
566,2015-08-06,1,8547.326
566,2015-08-13,2,7034.5635
566,2015-08-20,3,9143.917
566,2015-08-27,4,7311.0386
566,2015-09-03,5,4932.8394
566,2015-09-10,6,6967.83
567,2015-08-06,1,10091.415
567,2015-08-13,2,6787.2935
567,2015-08-20,3,8124.7812
567,2015-08-27,4,7023.3374
567,2015-09-03,5,6646.6865
567,2015-09-10,6,6967.83
568,2015-08-06,1,9394.389
568,2015-08-13,2,6959.1855
568,2015-08-20,3,9512.006
568,2015-08-27,4,7291.9
568,2015-09-03,5,4932.8394
568,2015-09-10,6,6967.83
569,2015-08-06,1,9314.801
569,2015-08-13,2,4374.6475
569,2015-08-20,3,7976.54
569,2015-08-27,4,5372.8403
569,2015-09-03,5,6982.567
569,2015-09-10,6,6967.83
570,2015-08-06,1,10537.318
570,2015-08-13,2,4301.1826
570,2015-08-20,3,5465.765
570,2015-08-27,4,7715.547
570,2015-09-03,5,6924.831
570,2015-09-10,6,6967.83
571,2015-08-06,1,14542.999
571,2015-08-13,2,5297.962
571,2015-08-20,3,11935.716
571,2015-08-27,4,12249.09
571,2015-09-03,5,10132.824
571,2015-09-10,6,6651.0703
572,2015-08-06,1,8163.276
572,2015-08-13,2,7269.564
572,2015-08-20,3,11544.632
572,2015-08-27,4,10657.604
572,2015-09-03,5,7002.718
572,2015-09-10,6,4687.022
573,2015-08-06,1,10064.506
573,2015-08-13,2,4348.0674
573,2015-08-20,3,5465.765
573,2015-08-27,4,7485.6577
573,2015-09-03,5,6924.831
573,2015-09-10,6,6967.83
574,2015-08-06,1,12081.405
574,2015-08-13,2,8391.172
574,2015-08-20,3,11331.228
574,2015-08-27,4,11246.76
